snapped_at,price,market_cap,total_volume
2021-08-10 00:00:00 UTC,3.2906839918038306,17352251.441349793,603998.4653276094
2021-08-11 00:00:00 UTC,3.2906839918038306,17352251.441349793,603998.4653276094
2021-08-12 00:00:00 UTC,2.7114769557376417,15671879.592141949,256044.76893030552
2021-08-13 00:00:00 UTC,2.7026734761646978,14173838.441674411,120752.74824156254
2021-08-14 00:00:00 UTC,2.6706407437193893,14028469.279429479,1114745.013565733
2021-08-15 00:00:00 UTC,2.3972357056935594,12585487.454891184,533764.7600191729
2021-08-16 00:00:00 UTC,2.288269185714638,12013413.22500185,822560.9721273588
2021-08-17 00:00:00 UTC,3.059807840265686,16415748.607764114,3168341.084221601
2021-08-18 00:00:00 UTC,3.551448604833199,18657177.397999622,3169878.160069767
2021-08-19 00:00:00 UTC,4.4174434669808464,23170380.088046525,4964686.584346581
2021-08-20 00:00:00 UTC,4.213622805649659,21657420.298733328,3498716.6249011643
2021-08-21 00:00:00 UTC,4.457678788466471,23263359.214741647,2953119.705661415
2021-08-22 00:00:00 UTC,3.984012215009535,20916064.12880006,901659.4517071382
2021-08-23 00:00:00 UTC,3.8687248827746754,20310805.634567045,635094.1653707855
2021-08-24 00:00:00 UTC,3.7526171590554,19698906.637577098,681052.4691468618
2021-08-25 00:00:00 UTC,3.437443933092647,17948844.77217674,1126756.2903323774
2021-08-26 00:00:00 UTC,3.349399575198718,17399275.884942073,838019.5870929644
2021-08-27 00:00:00 UTC,3.2966769645197442,17319949.37201063,1611590.2464628266
2021-08-28 00:00:00 UTC,3.779427405445877,19908112.424073163,1720288.9331787857
2021-08-29 00:00:00 UTC,4.256453533406962,22341132.985401146,1735407.3900906288
2021-08-30 00:00:00 UTC,4.011370532328636,21064471.209555175,1017908.8164456167
2021-08-31 00:00:00 UTC,4.557355411091793,24121976.60321019,2266221.450704018
2021-09-01 00:00:00 UTC,4.234471828813443,22230977.101270575,3601442.414225541
2021-09-02 00:00:00 UTC,4.223936226958052,22175665.191529773,1802255.3324879347
2021-09-03 00:00:00 UTC,4.468140225845959,23396360.488026965,1582570.9073729345
