snapped_at,price,market_cap,total_volume
2021-08-04 00:00:00 UTC,2.0357333875491356e-06,1180489075.0944726,10124932.391407726
2021-08-05 00:00:00 UTC,2.195362910120072e-06,1274047970.7372913,12992535.014519693
2021-08-06 00:00:00 UTC,2.090646189820525e-06,1222873061.145132,11677135.576334609
2021-08-07 00:00:00 UTC,2.260045905051877e-06,1305149271.044532,11886704.63777866
2021-08-08 00:00:00 UTC,2.6023762240596565e-06,1505635202.3847492,15327012.681599086
2021-08-09 00:00:00 UTC,2.1308955856811464e-06,1234015162.4939704,16798142.316843763
2021-08-10 00:00:00 UTC,2.1773793478667542e-06,1293155093.5375235,9055630.616593324
2021-08-11 00:00:00 UTC,2.150962707926658e-06,1234804967.5562828,9876228.93665956
2021-08-12 00:00:00 UTC,2.0704974101697713e-06,1218705515.9877381,14030491.308213959
2021-08-13 00:00:00 UTC,2.0262632118635794e-06,1168768275.665992,8721543.721383743
2021-08-14 00:00:00 UTC,1.949587683101537e-06,1122514105.3426447,7041146.951827545
2021-08-15 00:00:00 UTC,2.064979701558308e-06,1195240213.3762357,8251923.547502512
2021-08-16 00:00:00 UTC,1.8173958714090567e-06,1052472399.4987563,13130828.274975805
2021-08-17 00:00:00 UTC,1.576271541965379e-06,917690291.8610393,39436101.02967829
2021-08-18 00:00:00 UTC,1.5770477078854652e-06,913105276.4292649,10496277.568619182
2021-08-19 00:00:00 UTC,1.5654091344303253e-06,905444581.1561909,8561259.63223723
2021-08-20 00:00:00 UTC,1.7216488070613503e-06,989610481.980477,10174617.574438352
2021-08-21 00:00:00 UTC,2.1512644452792686e-06,1230618065.9402876,14318136.223734573
2021-08-22 00:00:00 UTC,2.041363695294228e-06,1179524814.1707761,14900536.320527881
2021-08-23 00:00:00 UTC,1.959735047440197e-06,1138629848.1895497,16277712.413037237
2021-08-24 00:00:00 UTC,2.0681159677377523e-06,1192380130.7582424,12676847.331228567
2021-08-25 00:00:00 UTC,2.0399858316173014e-06,1175846713.8055038,10196002.264857875
2021-08-26 00:00:00 UTC,2.178815828233395e-06,1258683039.2551363,11178182.675878981
2021-08-27 00:00:00 UTC,2.6493557631883163e-06,1530560744.2275863,21414849.17149298
2021-08-28 00:00:00 UTC,3.325936394364472e-06,1910872794.6148884,24038810.275925666
2021-08-29 00:00:00 UTC,2.851009503863311e-06,1639845701.8014562,35173705.97588625
2021-08-30 00:00:00 UTC,2.47922421692348e-06,1451761256.4432411,16880465.75965613
2021-08-31 00:00:00 UTC,2.404794983356931e-06,1379094558.7419534,12558962.329423355
2021-09-01 00:00:00 UTC,2.3766539491263093e-06,1370982070.3970735,9473597.934243396
2021-09-02 00:00:00 UTC,2.386860641057009e-06,1376358993.5955822,9219470.42823641
2021-09-03 00:00:00 UTC,2.2949440784077784e-06,1323609057.8615375,6539388.521414208
2021-09-04 00:00:00 UTC,2.2981189449325724e-06,1326769231.3510735,9874507.951853335
2021-09-05 00:00:00 UTC,2.317657821587155e-06,1343509393.750517,8177503.247083144
2021-09-06 00:00:00 UTC,2.3587972284812404e-06,1369098285.1272273,10018876.068347532
2021-09-07 00:00:00 UTC,2.205362238533664e-06,1277398093.5575073,13192139.974749323
2021-09-08 00:00:00 UTC,1.9012878716446902e-06,1095509330.4513981,11158213.776733479
2021-09-09 00:00:00 UTC,1.9125075398949177e-06,1104972628.1016119,8419699.301763894
2021-09-10 00:00:00 UTC,1.5407750835577804e-06,878443306.1677449,17579766.078933354
2021-09-11 00:00:00 UTC,1.4639254015647078e-06,842932067.6430037,27293248.719077487
2021-09-12 00:00:00 UTC,1.5997644860882353e-06,921421561.3884828,6139356.530314251
2021-09-13 00:00:00 UTC,1.476987764797666e-06,850501073.9948994,5736196.261512638
2021-09-14 00:00:00 UTC,1.7635854165658953e-06,1011960181.576252,12401129.595370308
2021-09-15 00:00:00 UTC,1.789618598342266e-06,1025251007.133283,6308205.526765209
2021-09-16 00:00:00 UTC,1.7935070829337758e-06,1026303923.4072369,6605379.303395992
2021-09-17 00:00:00 UTC,1.7106435824215663e-06,978852216.7427772,5547530.067338486
2021-09-18 00:00:00 UTC,1.7180576699611554e-06,983610793.8361647,4795452.149049448
2021-09-19 00:00:00 UTC,1.5734094386562296e-06,908326818.3670692,5554518.670997694
2021-09-20 00:00:00 UTC,1.5661299413447462e-06,898058238.1355399,5110829.805400735
2021-09-21 00:00:00 UTC,1.412634957471938e-06,812717294.7337483,4686123.81959073
2021-09-22 00:00:00 UTC,1.344408185827581e-06,769802039.3718193,4257350.291031071
2021-09-23 00:00:00 UTC,1.4810972693102828e-06,851759617.1159561,3464915.184008236
2021-09-24 00:00:00 UTC,1.5037401978494221e-06,864876800.5201683,4036608.1202988597
